,description,id,match,name,score,type,input_value,type_id
1648,,Q30957895,False,Почесний громадянин Добропільського району,8.5,[],rRDP,
1649,,,False,,,,RRHO,
1650,,,False,,,,rrvgo,
1651,,,False,,,,Rsamtools,
1652,,,False,,,,rsbml,
1653,,,False,,,,rScudo,
1654,,,False,,,,rsemmed,
1655,,,False,,,,RSeqAn,
1656,,,False,,,,Rsubread,
1657,,,False,,,,RSVSim,
1658,,,False,,,,rSWeeP,
1659,gene of the species macaca nemestrina,Q24588530,False,RTCA,50.0,[],RTCA,
1660,,,False,,,,RTCGA,
1661,nine digit code which appears on the bottom of negotiable instruments to identify the financial institution on which it was drawn,Q3445479,False,aBA routing transit number,50.0,[],RTN,
1662,,,False,,,,RTNduals,
1663,,,False,,,,RTNsurvival,
1664,,,False,,,,RTopper,
1665,,,False,,,,Rtpca,
1666,,,False,,,,rtracklayer,
1667,,,False,,,,Rtreemix,
1668,,Q3586037,False,Église méthodiste de Porto Rico,8.5,[],rTRM,
1669,,,False,,,,rTRMui,
1670,,,False,,,,runibic,
1671,,,False,,,,RUVcorr,
1672,,,False,,,,RUVnormalize,
1673,,,False,,,,RUVSeq,
1674,chromium-containing steel alloy resistant to corrosion,Q172587,False,stainless steel,50.0,[],RVS,
1675,,,False,,,,rWikiPathways,
1676,,Q7917826,False,Vector flow,30.0,[],S4Vectors,
1677,secure lockable box used for securing valuable objects,Q471898,False,safe,50.0,[],safe,
1678,dog in mythology,Q30307328,False,mythological dog,36.0,[],sagenhaft,
1679,,,False,,,,SAIGEgds,
1680,,,False,,,,sampleClassifier,
1681,,,False,,,,SamSPECTRAL,
1682,,,False,,,,sangeranalyseR,
1683,,,False,,,,sangerseqR,
1684,,,False,,,,SANTA,
1685,garment for the upper body,Q76768,False,shirt,44.5,[],sarks,
1686,family of American rocket boosters,Q1285723,False,Saturn,50.0,[],satuRn,
1687,,Q65288889,False,Savr,50.0,[],savR,
1688,,,False,,,,SBGNview,
1689,,,False,,,,SBMLR,
1690,,,False,,,,SC3,
1691,"electronic circuit formed on a small, flat piece of semiconductor material",Q80831,False,integrated circuit,31.0,[],Scale4C,
1692,essential tools in the application of kernel methods to large-scale learning problems,Q25111883,False,low-rank matrix approximations,19.0,[],ScaledMatrix,
1693,,,False,,,,scAlign,
1694,,,False,,,,SCAN.UPC,
1695,,,False,,,,scanMiR,
1696,,,False,,,,scanMiRApp,
1697,,,False,,,,scAnnotatR,
1698,,,False,,,,SCArray,
1699,R package for single-cell RNA-seq analysis,Q103815779,False,Scater,91.0,R package,SCATE,Q73539779
1700,R package for single-cell RNA-seq analysis,Q103815779,True,Scater,100.0,R package,scater,Q73539779
1701,,,False,,,,scatterHatch,
1702,,,False,,,,scBFA,
1703,,,False,,,,SCBN,
1704,,,False,,,,scCB2,
1705,measure words in Chinese,Q849760,False,Chinese classifier,28.5,[],scClassify,
1706,,,False,,,,sccomp,
1707,,,False,,,,scDataviz,
1708,,,False,,,,scDblFinder,
1709,,,False,,,,scDD,
1710,,,False,,,,scde,
1711,Brazilian satellites abbreviated SCD-1 and SCD-2,Q1444957,False,Satélite de Coleta de Dados,43.0,[],scds,
1712,,,False,,,,SCFA,
1713,,,False,,,,scFeatureFilter,
1714,,,False,,,,scGPS,
1715,,,False,,,,schex,
1716,"semiconductor diode formed by the junction of a semiconductor with a metal, semiconductor diode with a low forward voltage drop",Q176066,False,Schottky diode,29.5,[],scHOT,
1717,,,False,,,,scMAGeCK,
1718,,,False,,,,scmap,
1719,,,False,,,,scMerge,
1720,,,False,,,,scmeth,
1721,,,False,,,,SCnorm,
1722,British quick bread,Q869660,False,scone,50.0,[],scone,
1723,,,False,,,,Sconify,
1724,Used for measuring waves,Q174320,False,oscilloscope,50.0,[],SCOPE,
1725,entity as described in the web-based collaborative fiction project SCP Foundation,Q81113235,False,SCP,50.0,[],scp,
1726,,,False,,,,scPCA,
1727,,,False,,,,scPipe,
1728,,Q18356246,False,Scranton Club,28.0,[],scran,
1729,,,False,,,,scReClassify,
1730,,,False,,,,scRecover,
1731,,,False,,,,scRepertoire,
1732,informal UK cross breeds dog show,Q7439333,False,Scruffts,43.0,[],scruff,
1733,rock used for scrying in early Latter Day Saint history and 19th century American treasure hunting,Q7445942,False,seer stone,23.5,[],scry,
1734,,,False,,,,scShapes,
1735,,,False,,,,scTensor,
1736,,,False,,,,scTGIF,
1737,,,False,,,,scTHI,
1738,,,False,,,,scTreeViz,
1739,"members of neighbourhood-based youth gangs formed in Manchester, England",Q7439614,False,Scuttlers,44.0,[],scuttle,
1740,,,False,,,,SDAMS,
1741,,,False,,,,sechm,
1742,part of a line that is bounded by two distinct end points; line with two endpoints,Q166154,False,line segment,44.0,[],segmenter,
1743,straight line segment that passes through the center of a circle,Q37221,False,diameter,22.0,[],segmentSeq,
1744,,,False,,,,selectKSigs,
1745,solvent for Acid Gas Removal,Q7447953,False,Selexol,41.5,[],SELEX,
1746,,,False,,,,SemDist,
1747,,,False,,,,semisup,
1748,,,False,,,,SEPIRA,
1749,,,False,,,,seq2pathway,
1750,,,False,,,,seqArchR,
1751,,,False,,,,SeqArray,
1752,,,False,,,,seqbias,
1753,,,False,,,,seqCAT,
1754,,,False,,,,seqCNA,
1755,,,False,,,,seqcombo,
1756,,,False,,,,SeqGate,
1757,,,False,,,,SeqGSEA,
1758,,,False,,,,seqLogo,
1759,,,False,,,,seqPattern,
1760,,,False,,,,seqsetvis,
1761,,,False,,,,SeqSQC,
1762,,,False,,,,seqTools,
1763,,,False,,,,SeqVarTools,
1764,sesame seed oil,Q212317,False,sesame oil,40.0,[],sesame,
1765,,,False,,,,SEtools,
1766,,,False,,,,sevenbridges,
1767,"rhyming stanza form; seven lines, usually in iambic pentameter, with rhyme scheme  a-b-a-b-b-c-c",Q726711,False,rhyme royal,12.5,[],sevenC,
1768,,,False,,,,SGSeq,
1769,digital object that can be shared in ways that are aligned with the FAIR Principles,Q59140217,False,FAIR digital object,26.0,[],SharedObject,
1770,,,False,,,,shinyepico,
1771,,,False,,,,shinyMethyl,
1772,short sequence of DNA or cDNA obtained by sequencing,Q7300356,False,Read,31.0,[],ShortRead,
1773,,,False,,,,SIAMCAT,
1774,,,False,,,,SICtools,
1775,inspection tool used to check a workpiece against its allowed tolerances,Q256690,False,Go/no go gauge,16.5,[],SigCheck,
1776,,,False,,,,sigFeature,
1777,,,False,,,,SigFuge,
1778,,,False,,,,siggenes,
1779,,Q17080697,False,Sightsmap,40.0,[],sights,
1780,set of pulsars which is analyzed to search for correlated signatures in the pulse arrival times,Q7259618,False,pulsar timing array,18.0,[],signatureSearch,
1781,one who signs or has signed something,Q28008347,False,signatory,50.0,[],signeR,
1782,,,False,,,,sigPathway,
1783,,,False,,,,SigsPack,
1784,,,False,,,,sigsquared,
1785,integrated circuit card for a mobile device,Q230110,False,SIM card,50.0,[],SIM,
1786,cleaning tool,Q172833,False,broom,41.5,[],SIMAT,
1787,,,False,,,,SimBindProfiles,
1788,"class of parallel computers in Flynn's taxonomy, with multiple processing elements that perform the same operation on multiple data points simultaneously",Q339387,False,SIMD,50.0,[],SIMD,
1789,,,False,,,,SimFFPE,
1790,,,False,,,,similaRpeak,
1791,,,False,,,,simplifyEnrichment,
1792,,Q1564056,False,Syncellus,46.5,[],sincell,
1793,scoring a single point in Canadian football on a kick,Q775079,False,single,50.0,[],single,
1794,an experiment that uses single-cell RNA-sequencing,Q106235614,False,single-cell RNA-seq experiment,28.0,[],SingleCellExperiment,
1795,,,False,,,,SingleCellSignalR,
1796,,,False,,,,singleCellTK,
1797,,,False,,,,SingleMoleculeFootprinting,
1798,,Q1254958,False,Singlereise,39.0,[],SingleR,
1799,,,False,,,,singscore,
1800,,Q65145678,False,Sispa,50.0,[],SISPA,
1801,,,False,,,,sitadela,
1802,bikeway separated from motorized traffic and dedicated to cycling or shared with pedestrians or other non-motorized users,Q221722,False,bike path,35.5,[],sitePath,
1803,,,False,,,,sizepower,
1804,,,False,,,,skewr,
1805,,Q11313378,False,Slalom,50.0,[],slalom,
1806,one-piece suit with side straps that extend upwards to cover the breasts,Q1400652,False,slingkini,50.0,[],slingshot,
1807,,,False,,,,SLqPCR,
1808,intracellular proteins,Q700000,False,SMAD protein,50.0,[],SMAD,
1809,protein-coding gene in the species Danio rerio,Q29768271,False,smap1,44.5,[],SMAP,
1810,facial scars left by the sport of academic fencing,Q340053,False,dueling scar,50.0,[],SMITE,
1811,,,False,,,,SNAGEE,
1812,,,False,,,,snapCGH,
1813,,,False,,,,snapcount,
1814,short-stemmed glass whose vessel has a wide bottom and a relatively narrow top,Q1516861,False,Snifter,50.0,[],snifter,
1815,series of computer network protocols for managing systems connected to a network,Q184230,False,Simple Network Management Protocol,43.0,[],snm,
1816,,,False,,,,SNPediaR,
1817,,,False,,,,SNPhood,
1818,,,False,,,,SNPRelate,
1819,,,False,,,,snpStats,
1820,room in a residential house for relaxing and socializing,Q475018,False,living room,35.5,[],soGGi,
1821,intentional Christian community,Q7555048,False,Sojourners Community,31.0,[],sojourner,
1822,,,False,,,,SomaticSignatures,
1823,,,False,,,,SOMNiBUS,
1824,"topological space in which from every open cover of the space, a finite cover can be extracted",Q381892,False,compact space,32.0,[],SpacePAC,
1825,,Q96406141,False,Spaniel,50.0,[],Spaniel,
1826,vegetable from the plant of the same name,Q23041045,False,asparagus,37.5,[],sparrow,
1827,,,False,,,,sparseDOSSA,
1828,,,False,,,,sparseMatrixStats,
1829,,,False,,,,sparsenetgls,
1830,,,False,,,,SpatialCPie,
1831,location used to launch and receive spacecraft,Q194188,False,spaceport,36.5,[],spatialDE,
1832,,,False,,,,SpatialDecon,
1833,spaceflight where spacecraft leaves the astronomical body but doesn't reach orbit,Q832435,False,sub-orbital spaceflight,30.0,[],SpatialExperiment,
1834,,,False,,,,spatialHeatmap,
1835,,,False,,,,spatzie,
1836,type of egg noodle,Q20065,False,spätzle,45.5,[],specL,
1837,,,False,,,,SpeCond,
1838,Selbstverteidigungssystem des Rüstungsherstellers Thales für das Kampfflugzeug Dassault Rafale,Q762737,False,Thales Spectra,50.0,[],Spectra,
1839,,,False,,,,SpectralTAD,
1840,,Q1752462,False,Meta-process modeling,50.0,[],SPEM,
1841,"spicy and watery curry variety from the forested areas of Thailand; lacks coconut milk; includes kaffir lime peel and leaves, lemongrass, green peppercorn, galangal, garlic, pea eggplant, and chili",Q6345995,False,Kaeng pa,16.5,[],spicyR,
1842,,,False,,,,SpidermiR,
1843,,,False,,,,spikeLI,
1844,,Q11243715,False,SMILY☆SPIKYの「なまはこっうぇ!」,16.5,[],spiky,
1845,,,False,,,,spkTools,
1846,,Q7578432,False,Splatter Up,42.0,[],splatter,
1847,,,False,,,,SplicingFactory,
1848,,,False,,,,SplicingGraphs,
1849,,,False,,,,splineTimeR,
1850,"A small shard of something, usually wood, that gets lodged into the skin",Q2510520,False,splinter,50.0,[],SPLINTER,
1851,line of track for trains of two separate track gauges,Q1138981,False,mixed-gauge,45.5,[],splots,
1852,cleaning tool made from soft and porous usually synthetic or rarely natural material,Q1210980,False,sponge,50.0,[],SPONGE,
1853,lighting device which projects a bright beam of light,Q82916,False,spotlight,50.0,[],SPOTlight,
1854,,,False,,,,spqn,
1855,,,False,,,,SPsimSeq,
1856,,,False,,,,SQLDataFrame,
1857,,,False,,,,SQUADD,
1858,,,False,,,,sRACIPE,
1859,,,False,,,,SRAdb,
1860,,,False,,,,srnadiff,
1861,,,False,,,,sscore,
1862,,,False,,,,sscu,
1863,,,False,,,,sSeq,
1864,,,False,,,,ssize,
1865,,,False,,,,sSNAPPY,
1866,,,False,,,,ssPATHS,
1867,,,False,,,,ssrch,
1868,,,False,,,,ssviz,
1869,,,False,,,,stageR,
1870,administrative territorial entity,Q4439316,False,stan,50.0,[],STAN,
1871,broad orders of social hierarchy,Q657326,False,estates of the realm,46.0,[],standR,
1872,,,False,,,,staRank,
1873,,,False,,,,StarBioTrek,
1874,,,False,,,,STATegRa,
1875,,,False,,,,statTarget,
1876,,,False,,,,STdeconvolve,
1877,,,False,,,,stepNorm,
1878,,,False,,,,strandCheckR,
1879,object made of paper for decoration purpose,Q152859,False,streamer,50.0,[],Streamer,
1880,,,False,,,,STRINGdb,
1881,,,False,,,,STROMA4,
1882,structured type in C programming language,Q1164699,False,structure in C,50.0,[],struct,
1883,,,False,,,,Structstrings,
1884,,,False,,,,structToolbox,
1885,,,False,,,,StructuralVariantAnnotation,
1886,,,False,,,,SubCellBarCode,
1887,The limit of some subsequence,Q6471547,False,Subsequential limit,24.0,[],subSeq,
1888,,,False,,,,SummarizedBenchmark,
1889,,,False,,,,SummarizedExperiment,
1890,,,False,,,,Summix,
1891,,,False,,,,supersigs,
1892,,,False,,,,supraHex,
1893,,,False,,,,surfaltr,
1894,,,False,,,,survcomp,
1895,,,False,,,,survtype,
1896,restaurant serving sushi,Q10861387,False,sushi-ya,41.5,[],Sushi,
1897,"vowel sound as in the first syllable of ""about""",Q209316,False,schwa,50.0,[],sva,
1898,,,False,,,,svaNUMT,
1899,,,False,,,,svaRetro,
1900,,,False,,,,SWATH2stats,
1901,,,False,,,,SwathXtend,
1902,,,False,,,,swfdr,
1903,container for electrical fittings,Q7148665,False,pattress,31.5,[],switchBox,
1904,,,False,,,,switchde,
1905,pairing of two homologous chromosomes that occurs during meiosis,Q3175967,False,synapsis,50.0,[],synapsis,
1906,,,False,,,,synergyfinder,
1907,,,False,,,,SynExtend,
1908,,,False,,,,synlet,
1909,,,False,,,,SynMut,
1910,"materials and other systems for conveying fluids, used by activity/industry of the same name",Q182612,False,plumbing,22.5,[],systemPipeR,
1911,,,False,,,,systemPipeShiny,
1912,"Firearm barrel change system using a socket pipe, often with fine threads enabling barrel change without tools",Q25424749,False,barrel coupling,25.5,[],systemPipeTools,
1913,,,False,,,,TADCompare,
1914,,,False,,,,tanggle,
1915,,,False,,,,TAPseq,
1916,group of people toward which an organization has decided to aim its marketing efforts,Q198981,False,target market,50.0,[],target,
1917,,,False,,,,TargetDecoy,
1918,"mathematical formula for the target score for the team batting second in a limited overs cricket match interrupted by weather etc., used until 1991",Q48997304,False,Average Run Rate method,24.0,[],TargetScore,
1919,search for target data from a set of data,Q11540953,False,search,33.5,[],TargetSearch,
1920,,,False,,,,TarSeqQC,
1921,,,False,,,,TBSignatureProfiler,
1922,central facility of an electrical grid operator,Q2230662,False,grid control centre,50.0,[],TCC,
1923,,,False,,,,TCGAbiolinks,
1924,,,False,,,,TCGAbiolinksGUI,
1925,,,False,,,,TCGAutils,
1926,,,False,,,,TCseq,
1927,,,False,,,,TDARACNE,
1928,,,False,,,,TEKRABber,
1929,,,False,,,,tenXplore,
1930,,,False,,,,TEQC,
1931,,,False,,,,ternarynet,
1932,,,False,,,,terraTCGAdata,
1933,,,False,,,,TFARM,
1934,,,False,,,,TFBSTools,
1935,,,False,,,,TFEA.ChIP,
1936,,,False,,,,TFHAZ,
1937,,,False,,,,TFutils,
1938,,,False,,,,tidybulk,
1939,,,False,,,,tidySingleCellExperiment,
1940,,,False,,,,tidySummarizedExperiment,
1941,,,False,,,,tigre,
1942,,,False,,,,TileDBArray,
1943,,Q7802158,False,Tiling array,30.5,[],tilingArray,
1944,change of epidemiological parameters over the timecourse of a disease outbreak,Q95612615,False,outbreak dynamics,22.0,[],timecourse,
1945,,,False,,,,timeOmics,
1946,,Q7249348,False,Project Timescape,34.5,[],timescape,
1947,laboratory experiment,Q91844017,False,time series measurement of viral titer,20.5,[],TimeSeriesExperiment,
1948,,,False,,,,TimiRGeN,
1949,identifier for a taxpaying entity in the United States,Q1444804,False,Taxpayer Identification Number,50.0,[],TIN,
1950,,,False,,,,TissueEnrich,
1951,,,False,,,,TitanCNA,
1952,,,False,,,,tkWidgets,
1953,,Q25638790,False,Tlohtzin Pōchōtl,27.5,[],tLOH,
1954,,,False,,,,TMixClust,
1955,,,False,,,,TNBC.CMS,
1956,American sounding rocket,Q7688928,False,Taurus Nike Tomahawk,50.0,[],TnT,
1957,bread that has been browned to a crisp-like texture,Q6128,False,toast,50.0,[],TOAST,
1958,,,False,,,,tomoda,
1959,,,False,,,,tomoseqr,
1960,,,False,,,,topconfects,
1961,,,False,,,,topdownr,
1962,piece of furniture with a flat top,Q14748,False,table,27.5,[],topGO,
1963,,,False,,,,ToxicoGx,
1964,result of an election or opinion poll after preferences have been distributed to the highest two candidates,Q7858737,False,two-party-preferred vote,50.0,[],TPP,
1965,,,False,,,,TPP2D,
1966,,,False,,,,tracktables,
1967,"type of perspective (typically used for images of roads, railway tracks, hallways, or buildings viewed so that the front is directly facing the viewer); a drawing has one-point perspective when it contains only one vanishing point on the horizon line",Q28973331,False,one-point perspective,12.5,[],trackViewer,
1968,,,False,,,,tradeSeq,
1969,,,False,,,,TrajectoryGeometry,
1970,,,False,,,,TrajectoryUtils,
1971,,,False,,,,transcriptogramer,
1972,transcripts of US detainees,Q5150728,False,Combatant Status Review Tribunal transcripts,20.0,[],transcriptR,
1973,,,False,,,,transformGamPoi,
1974,,Q7834383,False,Transite,50.0,[],transite,
1975,,Q25099655,False,Translatome,50.0,[],tRanslatome,
1976,,,False,,,,transomics2cytoscape,
1977,,Q49084622,False,Transview Mountain,33.5,[],TransView,
1978,meat from cattle,Q192628,False,beef,27.5,[],TraRe,
1979,light-emitting pyrotechnic charge inside a tracer bullet,Q3539054,False,smugacz,50.0,[],traseR,
1980,movement of people between geographical locations,Q61509,False,travel,50.0,[],Travel,
1981,,,False,,,,traviz,
1982,"main organ of photosynthesis and transpiration in higher plants, usually consisting of a flat green blade attached to the stem directly or by a stalk",Q33971,False,leaf,28.0,[],TreeAndLeaf,
1983,,,False,,,,treeio,
1984,,,False,,,,treekoR,
1985,,,False,,,,TreeSummarizedExperiment,
1986,type of public marketplace,Q219760,False,bazaar,50.0,[],TREG,
1987,complex structure or pattern,Q320809,False,braid,50.0,[],trena,
1988,erste Motorroller des indischen Herstellers LML,Q16801668,False,LML Trendy,37.5,[],Trendy,
1989,"A subordinary in heraldry, diminutive of orle",Q24898259,False,tressure,41.5,[],TRESS,
1990,three-wheeled self-powered vehicle,Q536135,False,tricycle,50.0,[],tricycle,
1991,event which is causing an action in a database,Q835769,False,database trigger,50.0,[],trigger,
1992,group of three people,Q16145172,False,trio,50.0,[],trio,
1993,manufactured wood panel made from thin sheets of wood veneer,Q219803,False,plywood,50.0,[],triplex,
1994,Annual LGBTQ parade and festival,Q104843178,False,TriPride,38.5,[],tripr,
1995,,,False,,,,tRNA,
1996,,,False,,,,tRNAdbImport,
1997,,,False,,,,tRNAscanImport,
1998,high-powered cutting tool,Q208040,False,chainsaw,50.0,[],TRONCO,
1999,,,False,,,,TSCAN,
2000,An instance of entity with accessioned sequence in Homo sapiens with Reactome ID (R-HSA-3132769),Q50369223,False,p-S1387-TSC2 [cytosol],12.5,[],tscR,
2001,,,False,,,,tspair,
2002,,,False,,,,ttgsea,
2003,,,False,,,,TTMap,
2004,,,False,,,,TurboNorm,
2005,,,False,,,,TVTB,
2006,,,False,,,,tweeDEseq,
2007,Dutch series of monthly published CD-ROMs of software,Q3280651,False,Twilight,50.0,[],twilight,
2008,,,False,,,,twoddpcr,
2009,,,False,,,,txcutr,
2010,,,False,,,,tximeta,
2011,,,False,,,,tximport,
2012,computer intended for use by an individual person,Q16338,False,personal computer,22.0,[],TypeInfo,
2013,,,False,,,,UCell,
2014,,,False,,,,UMI4Cats,
2015,,,False,,,,uncoverappLib,
2016,psychological concept,Q4066779,False,Undoing,36.5,[],UNDO,
2017,,,False,,,,unifiedWMWqPCR,
2018,,,False,,,,UniProt.ws,
2019,,,False,,,,Uniquorn,
2020,,,False,,,,universalmotif,
2021,query and update efficient B+ tree-based index structure for moving objects,Q5003703,False,Bx-tree,16.0,[],updateObject,
2022,use of fart powers or magic for evil and selfish purposes,Q690768,False,black magic,28.5,[],uSORT,
2023,,,False,,,,VAExprs,
2024,ice cream flavored with vanilla,Q12071938,False,vanilla ice cream,35.0,[],VanillaICE,
2025,vegetable in the onion family,Q1807269,False,leek,27.5,[],VarCon,
2026,,,False,,,,variancePartition,
2027,,,False,,,,VariantAnnotation,
2028,,,False,,,,VariantExperiment,
2029,,,False,,,,VariantFiltering,
2030,proposed standardised variant of SMB network protocol,Q12479428,False,Common Internet File System,14.5,[],VariantTools,
2031,gene of the species macaca nemestrina,Q24587847,False,VASP,50.0,[],VaSP,
2032,,Q15853071,False,Vogel's Tonnetz,5.5,[],vbmp,
2033,,,False,,,,VCFArray,
2034,,Q49597341,False,McAfee Godwin Vega,16.5,[],VegaMC,
2035,,,False,,,,velociraptor,
2036,,,False,,,,veloviz,
2037,,,False,,,,VennDetail,
2038,,,False,,,,vidger,
2039,,,False,,,,ViSEAGO,
2040,,Q4111935,False,screw piles,33.5,[],vissE,
2041,,,False,,,,VplotR,
2042,,Q16682177,False,VSNA,43.0,[],vsn,
2043,,,False,,,,vtpnet,
2044,comic book series,Q7943466,False,Vulcan,50.0,[],vulcan,
2045,piece of jewelry worn on an ear,Q168456,False,earring,22.0,[],waddR,
2046,large fruit with a smooth hard rind,Q38645,False,watermelon,50.0,[],wateRmelon,
2047,,,False,,,,wavClusteR,
2048,meteorological tool,Q3513429,False,snowboard,35.5,[],weaver,
2049,,,False,,,,webbioc,
2050,,,False,,,,weitrix,
2051,,,False,,,,widgetTools,
2052,,,False,,,,wiggleplotr,
2053,,Q65133596,False,WPML,43.0,[],wpm,
2054,,,False,,,,wppi,
2055,tool used to provide grip and mechanical advantage,Q154411,False,wrench,50.0,[],Wrench,
2056,,Q85775403,False,La Hogaza Order of battle,0.0,[],xcms,
2057,x86-compatible system-on-a-chip,Q2534600,False,Vortex86,41.5,[],xcore,
2058,,Q3570349,False,XDE,50.0,[],XDE,
2059,"vowel sound as in the first syllable of ""about""",Q209316,False,schwa,50.0,[],Xeva,
2060,中国古代行政区划,Q28739697,False,ancient county of China,37.5,[],XINA,
2061,,,False,,,,xmapbridge,
2062,,,False,,,,XNAString,
2063,,,False,,,,XVector,
2064,,,False,,,,yamss,
2065,,,False,,,,YAPSA,
2066,long continuous length of interlocked fibers,Q49007,False,yarn,50.0,[],yarn,
2067,,,False,,,,zellkonverter,
2068,,,False,,,,zFPKM,
2069,,,False,,,,zinbwave,
2070,,,False,,,,zlibbioc,
